mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,54,Meurthe-et-Moselle,100.0,2022-09-30,79.0,2019-10-31,21.0,27.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,54,Meurthe-et-Moselle,84.0,2022-09-30,0.0,2019-11-30,84.0,,17.0,394.0,2020-11-30,90.0,93.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,54,Meurthe-et-Moselle,86.0,2022-09-30,71.0,2019-09-30,15.0,21.0,78.0,10.0,2020-09-30,100.0,52.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,54,Meurthe-et-Moselle,24.0,2022-09-30,30.0,2018-03-31,-6.0,-20.0,,,,39.0,0.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,54,Meurthe-et-Moselle,117.0,2022-09-30,93.0,2017-09-30,24.0,26.0,90.0,30.0,2020-09-30,96.0,100.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,54,Meurthe-et-Moselle,4.0,2022-09-30,1.0,2017-09-30,3.0,300.0,3.0,33.0,2020-09-30,4.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,54,Meurthe-et-Moselle,46.1,2021-10-31,36.8,2017-10-31,9.0,25.0,41.3,12.0,2019-10-31,47.0,91.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,54,Meurthe-et-Moselle,1941.0,2021-12-31,1649.0,2017-12-31,292.0,18.0,2356.0,-18.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,54,Meurthe-et-Moselle,63.0,2022-12-31,0.0,2020-10-31,63.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,54,Meurthe-et-Moselle,843.0,2022-11-30,0.0,2020-09-30,843.0,,160.0,427.0,2021-04-30,826.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,54,Meurthe-et-Moselle,286.0,2022-11-30,0.0,2020-09-30,286.0,,103.0,178.0,2021-04-30,243.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,54,Meurthe-et-Moselle,7791.0,2022-10-31,3292.0,2017-12-31,4499.0,137.0,5136.0,52.0,2020-12-31,5083.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,54,Meurthe-et-Moselle,26004.0,2022-07-31,18918.0,2019-07-31,7086.0,37.0,13188.0,97.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,54,Meurthe-et-Moselle,2061.0,2022-09-30,1742.0,2017-01-31,319.0,18.0,1801.0,14.0,2021-02-28,3067.0,24.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,54,Meurthe-et-Moselle,258467.0,2022-12-31,0.0,2017-12-31,258467.0,,,,,337782.0,77.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,54,Meurthe-et-Moselle,742.0,2022-12-31,519.0,2017-12-31,223.0,43.0,666.0,11.0,2020-09-30,758.0,93.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,54,Meurthe-et-Moselle,16836.0,2022-12-31,0.0,2018-01-31,16836.0,,8700.0,94.0,2020-09-30,16242.0,100.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,54,Meurthe-et-Moselle,775.0,2022-12-31,216.0,2019-09-30,559.0,259.0,,,,1083.0,64.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,54,Meurthe-et-Moselle,730000.0,2022-12-31,0.0,2017-06-30,730000.0,,200000.0,265.0,2020-06-30,730000.0,100.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,54,Meurthe-et-Moselle,11.2,2021-12-31,5.3,2017-12-31,6.0,111.0,8.5,32.0,2019-12-31,15.0,61.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,54,Meurthe-et-Moselle,389.0,2021-12-31,182.0,2017-12-31,207.0,114.0,,,,384.0,100.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,54,Meurthe-et-Moselle,99.84,2022-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,54,Meurthe-et-Moselle,682774.0,2022-10-31,576810.0,2017-12-31,105964.0,18.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,54,Meurthe-et-Moselle,197.0,2021-12-31,159.0,2017-12-31,38.0,24.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,54,Meurthe-et-Moselle,462.0,2021-12-31,576.0,2017-12-31,-114.0,-20.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,54,Meurthe-et-Moselle,854.0,2022-12-31,0.0,2020-05-31,854.0,,216.0,295.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,54,Meurthe-et-Moselle,28.0,2021-12-31,6.0,2017-12-31,22.0,367.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,54,Meurthe-et-Moselle,13.0,2022-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,54,Meurthe-et-Moselle,30.0,2022-09-30,33.0,2017-12-31,-3.0,-9.0,29.0,3.0,2019-12-31,,,,morts dans l'année
Lutter contre la récidive par une meilleure insertion professionnelle des personnes placées sous main de justice,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,54,Meurthe-et-Moselle,5.0,2022-09-30,5.0,2021-06-30,0.0,0.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des personnes placées sous main de justice,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,54,Meurthe-et-Moselle,361.0,2022-12-31,282.0,2021-03-31,79.0,28.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,54,Meurthe-et-Moselle,1015.0,2022-10-31,0.0,2020-09-30,1015.0,,74.0,1272.0,2021-03-31,2427.0,42.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,54,Meurthe-et-Moselle,33.88,2022-06-30,0.0,2018-12-31,34.0,,13.8,146.0,2020-09-30,40.0,85.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,54,Meurthe-et-Moselle,61.21,2022-06-30,0.0,2019-03-31,61.0,,60.14,2.0,2020-09-30,45.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,54,Meurthe-et-Moselle,16.73,2022-06-30,0.0,2019-12-31,17.0,,13.83,21.0,2020-09-30,20.0,84.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,54,Meurthe-et-Moselle,25.0,2022-12-31,12.0,2017-06-30,13.0,108.0,18.0,39.0,2020-06-30,26.0,93.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,54,Meurthe-et-Moselle,6.0,2021-12-31,6.0,2017-12-31,0.0,0.0,,,,8.0,0.0,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,54,Meurthe-et-Moselle,2872.0,2021-12-31,2769.0,2018-12-31,103.0,4.0,1977.0,45.0,2020-09-30,3081.0,33.0,2022-12-31,pères / conjoints dans l'année
Simplifier l’accès aux droits des personnes handicapées,Durée moyenne de traitement pour les demandes d’allocation adulte handicapé,duree-moyenne-traitement-demandes-allocation-adulte-handicape,54,Meurthe-et-Moselle,4.17,2022-09-30,3.4,2017-12-31,1.0,23.0,3.5,19.0,2020-09-30,3.0,0.0,2022-12-31,mois de traitement
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,54,Meurthe-et-Moselle,17224.0,2022-10-31,0.0,2019-12-31,17224.0,,3081.0,459.0,2021-03-31,17890.0,96.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,54,Meurthe-et-Moselle,433.0,2022-11-30,378.0,2017-12-31,55.0,15.0,394.0,10.0,2019-12-31,460.0,67.0,2022-12-31,personnes dans l'année*
Améliorer la qualité du service rendu à l’usager,Part des lieux d’accueil du public qui publient leurs résultats (national et local),tx-transparence-resultats,54,Meurthe-et-Moselle,76.0,2022-12-31,6.0,2017-12-31,70.0,1167.0,,,,100.0,74.0,2022-12-31,% de réseaux
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,54,Meurthe-et-Moselle,78.0,2022-09-30,21.0,2017-12-31,57.0,271.0,49.0,59.0,2020-09-30,,,,% de déploiement
Déployer une offre France services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,54,Meurthe-et-Moselle,24.0,2022-12-31,5.0,2020-01-31,19.0,380.0,10.0,140.0,2020-09-30,24.0,100.0,2022-12-31,labellisations
Déployer le pass Culture,Nombre d’utilisateurs du pass Culture de 18 ans,nb-utilisateurs-pass-culture,54,Meurthe-et-Moselle,16711.0,2022-12-31,0.0,2019-01-31,16711.0,,3.0,556933.0,2020-10-31,21241.0,79.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,54,Meurthe-et-Moselle,90.0,2022-12-31,0.0,2020-09-30,90.0,,,,,545.0,17.0,2022-12-31,bénéficiaires
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,54,Meurthe-et-Moselle,276.0,2022-06-30,0.0,2020-09-30,276.0,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,54,Meurthe-et-Moselle,745.0,2022-09-30,0.0,2019-12-31,745.0,,402.0,85.0,2021-03-31,,,,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,54,Meurthe-et-Moselle,745.0,2022-09-30,0.0,2019-12-31,745.0,,402.0,85.0,2021-03-31,,,,logements rénovés
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,54,Meurthe-et-Moselle,161.0,2022-12-31,0.0,2019-03-31,161.0,,41.0,293.0,2020-12-31,896.0,18.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,54,Meurthe-et-Moselle,1401.0,2022-12-31,0.0,2019-03-31,1401.0,,485.0,189.0,2021-06-30,2007.0,70.0,2022-12-31,attestations
Simplifier l’accès à l’aide juridictionnelle,Nombre de demandes d'aide juridictionnelle formulées par voie dématérialisée,nb-aide-juridictionnelle-dematerialisee,54,Meurthe-et-Moselle,100.0,2022-11-30,0.0,2021-01-31,100.0,,,,,15.0,100.0,2022-12-31,% des demandes *
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,54,Meurthe-et-Moselle,75.0,2022-12-31,38.0,2019-03-31,37.0,97.0,,,,90.0,71.0,2022-12-31,%
