mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,80,Somme,100.0,2022-09-30,92.0,2019-10-31,8.0,9.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,80,Somme,64.0,2022-09-30,5.0,2019-11-30,59.0,1180.0,25.0,156.0,2020-11-30,71.0,89.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,80,Somme,91.0,2022-09-30,87.0,2019-09-30,4.0,5.0,86.0,6.0,2020-09-30,100.0,31.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,80,Somme,35.0,2022-09-30,33.0,2018-03-31,2.0,6.0,,,,37.0,50.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,80,Somme,127.0,2022-09-30,110.0,2017-09-30,17.0,15.0,117.0,9.0,2020-09-30,132.0,77.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,80,Somme,4.0,2022-09-30,1.0,2017-09-30,3.0,300.0,3.0,33.0,2020-09-30,4.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,80,Somme,44.1,2021-10-31,39.4,2017-10-31,5.0,12.0,39.3,12.0,2019-10-31,47.0,62.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,80,Somme,1763.0,2021-12-31,1241.0,2017-12-31,522.0,42.0,1482.0,19.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,80,Somme,101.0,2022-12-31,0.0,2020-10-31,101.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,80,Somme,455.0,2022-11-30,0.0,2020-09-30,455.0,,98.0,364.0,2021-04-30,591.0,77.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,80,Somme,311.0,2022-11-30,0.0,2020-09-30,311.0,,95.0,227.0,2021-04-30,204.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,80,Somme,6090.0,2022-10-31,2628.0,2017-12-31,3462.0,132.0,3850.0,58.0,2020-12-31,3805.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,80,Somme,16407.0,2022-07-31,12435.0,2019-07-31,3972.0,32.0,8772.0,87.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,80,Somme,2115.0,2022-09-30,1548.0,2017-01-31,567.0,37.0,1807.0,17.0,2021-02-28,2706.0,49.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,80,Somme,205156.0,2022-12-31,0.0,2017-12-31,205156.0,,,,,252015.0,81.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,80,Somme,411.0,2022-12-31,242.0,2017-12-31,169.0,70.0,393.0,5.0,2020-09-30,449.0,82.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,80,Somme,13345.0,2022-12-31,0.0,2018-01-31,13345.0,,7637.0,75.0,2020-09-30,12624.0,100.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,80,Somme,641.0,2022-12-31,373.0,2019-09-30,268.0,72.0,,,,842.0,57.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,80,Somme,570000.0,2022-12-31,400000.0,2017-06-30,170000.0,42.0,480000.0,19.0,2020-06-30,570000.0,100.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,80,Somme,1.8,2021-12-31,1.0,2017-12-31,1.0,80.0,1.4,29.0,2019-12-31,15.0,6.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,80,Somme,270.0,2021-12-31,147.0,2017-12-31,123.0,84.0,,,,311.0,75.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,80,Somme,99.84,2022-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,80,Somme,704040.0,2022-10-31,621751.0,2017-12-31,82289.0,13.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,80,Somme,111.0,2021-12-31,137.0,2017-12-31,-26.0,-19.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,80,Somme,286.0,2021-12-31,315.0,2017-12-31,-29.0,-9.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,80,Somme,715.0,2022-12-31,0.0,2020-05-31,715.0,,107.0,568.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,80,Somme,11.0,2021-12-31,4.0,2017-12-31,7.0,175.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,80,Somme,29.0,2022-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,80,Somme,27.0,2022-09-30,41.0,2017-12-31,-14.0,-34.0,33.0,-18.0,2019-12-31,,,,morts dans l'année
