mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,75,Paris,100.0,2022-09-30,99.0,2019-10-31,1.0,1.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,75,Paris,83.0,2022-09-30,10.0,2019-11-30,73.0,730.0,55.0,51.0,2020-11-30,83.0,100.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,75,Paris,83.0,2022-09-30,68.0,2019-09-30,15.0,22.0,73.0,14.0,2020-09-30,100.0,47.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,75,Paris,21.0,2022-09-30,24.0,2018-03-31,-3.0,-12.0,,,,24.0,,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,75,Paris,206.0,2022-09-30,187.0,2017-09-30,19.0,10.0,205.0,0.0,2020-09-30,219.0,59.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,75,Paris,10.0,2022-09-30,1.0,2017-09-30,9.0,900.0,6.0,67.0,2020-09-30,9.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,75,Paris,68.4,2021-10-31,47.9,2017-10-31,21.0,43.0,58.1,18.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,75,Paris,7869.0,2021-12-31,7994.0,2017-12-31,-125.0,-2.0,6818.0,15.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,75,Paris,105.0,2022-12-31,0.0,2020-10-31,105.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,75,Paris,8099.0,2022-11-30,0.0,2020-09-30,8099.0,,1920.0,322.0,2021-04-30,11678.0,69.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,75,Paris,1960.0,2022-11-30,0.0,2020-09-30,1960.0,,528.0,271.0,2021-04-30,1719.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,75,Paris,66535.0,2022-10-31,16693.0,2017-12-31,49842.0,299.0,37068.0,79.0,2020-12-31,35644.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,75,Paris,239569.0,2022-07-31,203616.0,2019-07-31,35953.0,18.0,111130.0,116.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
