mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,31,Haute-Garonne,100.0,2022-09-30,97.0,2019-10-31,3.0,3.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,31,Haute-Garonne,68.0,2022-09-30,0.0,2019-11-30,68.0,,,,,68.0,100.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,31,Haute-Garonne,71.0,2022-09-30,54.0,2019-09-30,17.0,31.0,62.0,15.0,2020-09-30,100.0,37.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,31,Haute-Garonne,24.0,2022-09-30,26.0,2018-03-31,-2.0,-8.0,,,,34.0,0.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,31,Haute-Garonne,198.0,2022-09-30,136.0,2017-09-30,62.0,46.0,178.0,11.0,2020-09-30,194.0,100.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,31,Haute-Garonne,5.0,2022-09-30,1.0,2017-09-30,4.0,400.0,3.0,67.0,2020-09-30,4.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,31,Haute-Garonne,51.1,2021-10-31,43.2,2017-10-31,8.0,18.0,43.1,19.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,31,Haute-Garonne,3873.0,2021-12-31,3575.0,2017-12-31,298.0,8.0,3524.0,10.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,31,Haute-Garonne,178.0,2022-12-31,0.0,2020-10-31,178.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,31,Haute-Garonne,3832.0,2022-11-30,0.0,2020-09-30,3832.0,,725.0,429.0,2021-04-30,2302.0,100.0,2022-12-31,entreprises
