mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,90,Territoire de Belfort,100.0,2022-09-30,100.0,2019-10-31,0.0,0.0,100.0,0.0,2020-10-31,100.0,,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,90,Territoire de Belfort,100.0,2022-09-30,0.0,2019-11-30,100.0,,100.0,0.0,2020-11-30,100.0,100.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,90,Territoire de Belfort,92.0,2022-09-30,79.0,2019-09-30,13.0,16.0,86.0,7.0,2020-09-30,100.0,62.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,90,Territoire de Belfort,31.0,2022-09-30,23.0,2018-03-31,8.0,35.0,,,,38.0,53.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,90,Territoire de Belfort,24.0,2022-09-30,21.0,2017-09-30,3.0,14.0,21.0,14.0,2020-09-30,23.0,100.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,90,Territoire de Belfort,2.0,2022-09-30,1.0,2017-09-30,1.0,100.0,1.0,100.0,2020-09-30,2.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,90,Territoire de Belfort,47.3,2021-10-31,42.5,2017-10-31,5.0,11.0,44.9,5.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,90,Territoire de Belfort,471.0,2021-12-31,352.0,2017-12-31,119.0,34.0,452.0,4.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,90,Territoire de Belfort,43.0,2022-12-31,0.0,2020-10-31,43.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,90,Territoire de Belfort,150.0,2022-11-30,0.0,2020-09-30,150.0,,45.0,233.0,2021-04-30,155.0,97.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,90,Territoire de Belfort,89.0,2022-11-30,0.0,2020-09-30,89.0,,31.0,187.0,2021-04-30,87.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,90,Territoire de Belfort,1417.0,2022-10-31,751.0,2017-12-31,666.0,89.0,925.0,53.0,2020-12-31,921.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,90,Territoire de Belfort,4361.0,2022-07-31,3691.0,2019-07-31,670.0,18.0,2285.0,91.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,90,Territoire de Belfort,511.0,2022-09-30,417.0,2017-01-31,94.0,23.0,463.0,10.0,2021-02-28,687.0,35.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,90,Territoire de Belfort,48819.0,2022-12-31,0.0,2017-12-31,48819.0,,,,,64076.0,76.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,90,Territoire de Belfort,232.0,2022-12-31,193.0,2017-12-31,39.0,20.0,219.0,6.0,2020-09-30,237.0,89.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,90,Territoire de Belfort,3300.0,2022-12-31,0.0,2018-01-31,3300.0,,1745.0,89.0,2020-09-30,3084.0,100.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,90,Territoire de Belfort,170.0,2022-12-31,44.0,2019-09-30,126.0,286.0,,,,206.0,78.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,90,Territoire de Belfort,140000.0,2022-12-31,20000.0,2017-06-30,120000.0,600.0,20000.0,600.0,2020-06-30,140000.0,100.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,90,Territoire de Belfort,7.1,2021-12-31,5.8,2017-12-31,1.0,22.0,6.5,9.0,2019-12-31,15.0,14.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,90,Territoire de Belfort,26.0,2021-12-31,21.0,2017-12-31,5.0,24.0,,,,38.0,29.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,90,Territoire de Belfort,100.0,2022-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,90,Territoire de Belfort,149789.0,2022-10-31,160726.0,2017-12-31,-10937.0,-7.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,90,Territoire de Belfort,20.0,2021-12-31,33.0,2017-12-31,-13.0,-39.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,90,Territoire de Belfort,53.0,2021-12-31,96.0,2017-12-31,-43.0,-45.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,90,Territoire de Belfort,236.0,2022-12-31,0.0,2020-05-31,236.0,,78.0,203.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,90,Territoire de Belfort,0.0,2021-12-31,0.0,2017-12-31,0.0,,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,90,Territoire de Belfort,7.0,2022-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,90,Territoire de Belfort,4.0,2022-09-30,8.0,2017-12-31,-4.0,-50.0,9.0,-56.0,2019-12-31,,,,morts dans l'année
Lutter contre la récidive par une meilleure insertion professionnelle des personnes placées sous main de justice,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,90,Territoire de Belfort,7.0,2022-09-30,4.0,2021-06-30,3.0,75.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des personnes placées sous main de justice,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,90,Territoire de Belfort,143.0,2022-12-31,154.0,2021-03-31,-11.0,-7.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,90,Territoire de Belfort,307.0,2022-10-31,0.0,2020-09-30,307.0,,37.0,730.0,2021-03-31,534.0,57.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,90,Territoire de Belfort,39.16,2022-06-30,0.0,2018-12-31,39.0,,8.97,337.0,2020-09-30,40.0,98.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,90,Territoire de Belfort,52.26,2022-06-30,0.0,2019-03-31,52.0,,51.08,2.0,2020-09-30,45.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,90,Territoire de Belfort,16.42,2022-06-30,0.0,2019-12-31,16.0,,15.44,6.0,2020-09-30,20.0,82.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,90,Territoire de Belfort,5.0,2022-12-31,3.0,2017-06-30,2.0,67.0,3.0,67.0,2020-06-30,5.0,100.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,90,Territoire de Belfort,1.0,2021-12-31,,,,,,,,0.0,,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,90,Territoire de Belfort,625.0,2021-12-31,635.0,2018-12-31,-10.0,-2.0,408.0,53.0,2020-09-30,718.0,0.0,2022-12-31,pères / conjoints dans l'année
Simplifier l’accès aux droits des personnes handicapées,Durée moyenne de traitement pour les demandes d’allocation adulte handicapé,duree-moyenne-traitement-demandes-allocation-adulte-handicape,90,Territoire de Belfort,3.49,2022-09-30,3.8,2017-12-31,-0.0,-8.0,3.8,-8.0,2020-09-30,3.0,39.0,2022-12-31,mois de traitement
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,90,Territoire de Belfort,3216.0,2022-10-31,0.0,2019-12-31,3216.0,,591.0,444.0,2021-03-31,3763.0,85.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,90,Territoire de Belfort,108.0,2022-11-30,73.0,2017-12-31,35.0,48.0,167.0,-35.0,2019-12-31,141.0,51.0,2022-12-31,personnes dans l'année*
Améliorer la qualité du service rendu à l’usager,Part des lieux d’accueil du public qui publient leurs résultats (national et local),tx-transparence-resultats,90,Territoire de Belfort,82.0,2022-12-31,7.0,2017-12-31,75.0,1071.0,,,,100.0,81.0,2022-12-31,% de réseaux
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,90,Territoire de Belfort,87.0,2022-09-30,13.0,2017-12-31,74.0,569.0,64.0,36.0,2020-09-30,,,,% de déploiement
Déployer une offre France services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,90,Territoire de Belfort,3.0,2022-12-31,0.0,2020-01-31,3.0,,,,,4.0,75.0,2022-12-31,labellisations
Déployer le pass Culture,Nombre d’utilisateurs du pass Culture de 18 ans,nb-utilisateurs-pass-culture,90,Territoire de Belfort,3068.0,2022-12-31,0.0,2019-01-31,3068.0,,1.0,306700.0,2020-10-31,3405.0,90.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,90,Territoire de Belfort,25.0,2022-12-31,0.0,2020-09-30,25.0,,,,,115.0,22.0,2022-12-31,bénéficiaires
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,90,Territoire de Belfort,56.0,2022-06-30,0.0,2020-09-30,56.0,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,90,Territoire de Belfort,318.0,2022-09-30,0.0,2019-12-31,318.0,,231.0,38.0,2021-03-31,,,,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,90,Territoire de Belfort,318.0,2022-09-30,0.0,2019-12-31,318.0,,231.0,38.0,2021-03-31,,,,logements rénovés
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,90,Territoire de Belfort,223.0,2022-12-31,0.0,2019-03-31,223.0,,,,,182.0,100.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,90,Territoire de Belfort,498.0,2022-12-31,0.0,2019-03-31,498.0,,185.0,169.0,2021-06-30,402.0,100.0,2022-12-31,attestations
Simplifier l’accès à l’aide juridictionnelle,Nombre de demandes d'aide juridictionnelle formulées par voie dématérialisée,nb-aide-juridictionnelle-dematerialisee,90,Territoire de Belfort,100.0,2022-11-30,0.0,2021-01-31,100.0,,,,,15.0,100.0,2022-12-31,% des demandes *
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,90,Territoire de Belfort,94.0,2022-12-31,25.0,2019-03-31,69.0,276.0,,,,90.0,100.0,2022-12-31,%
