mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,976,Mayotte,100.0,2021-10-31,98.0,2019-10-31,2.0,2.0,99.0,1.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,976,Mayotte,0.0,2021-10-31,0.0,2019-11-30,0.0,,,,,55.0,0.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,976,Mayotte,83.0,2021-09-30,87.0,2019-09-30,-4.0,-5.0,84.0,-1.0,2020-09-30,100.0,0.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,976,Mayotte,26.0,2021-09-30,0.0,2018-03-31,26.0,,,,,53.0,49.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,976,Mayotte,60.0,2021-09-30,59.0,2017-09-30,1.0,2.0,61.0,-2.0,2020-09-30,69.0,10.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,976,Mayotte,2.0,2021-09-30,0.0,2017-09-30,2.0,,,,,3.0,67.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,976,Mayotte,32.3,2020-10-31,27.7,2017-10-31,5.0,17.0,27.7,17.0,2017-10-31,47.0,24.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,976,Mayotte,1847.0,2021-12-31,1087.0,2017-12-31,760.0,70.0,1178.0,57.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,976,Mayotte,2.0,2021-12-31,0.0,2020-10-31,2.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,976,Mayotte,29.0,2022-02-28,0.0,2020-09-30,29.0,,,,,17.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,976,Mayotte,50.0,2022-02-28,0.0,2020-09-30,50.0,,30.0,67.0,2021-04-30,54.0,93.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,976,Mayotte,260.0,2021-12-31,14.0,2017-12-31,246.0,1757.0,296.0,-12.0,2020-12-31,269.0,96.0,2022-12-31,contrats
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,976,Mayotte,656.0,2021-10-31,0.0,2017-01-31,656.0,,627.0,5.0,2021-02-28,1691.0,39.0,2022-12-31,bénéficiaires *
