mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,38,Isère,100.0,2021-10-31,99.0,2019-10-31,1.0,1.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,38,Isère,55.0,2021-10-31,0.0,2019-11-30,55.0,,15.0,267.0,2020-11-30,72.0,76.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,38,Isère,79.0,2021-09-30,65.0,2019-09-30,14.0,22.0,72.0,10.0,2020-09-30,100.0,40.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,38,Isère,28.0,2021-09-30,20.0,2018-03-31,8.0,40.0,,,,26.0,100.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,38,Isère,162.0,2021-09-30,140.0,2017-09-30,22.0,16.0,155.0,5.0,2020-09-30,172.0,69.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,38,Isère,4.0,2021-09-30,1.0,2017-09-30,3.0,300.0,3.0,33.0,2020-09-30,4.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,38,Isère,54.5,2020-10-31,42.7,2017-10-31,12.0,28.0,46.8,16.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,38,Isère,1506.0,2021-12-31,1685.0,2017-12-31,-179.0,-11.0,1509.0,-0.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,38,Isère,360.0,2021-11-30,0.0,2020-10-31,360.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,38,Isère,2141.0,2021-12-31,0.0,2020-09-30,2141.0,,394.0,443.0,2021-04-30,2007.0,100.0,2022-12-31,entreprises
