mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,973,Guyane,100.0,2022-09-30,92.0,2019-10-31,8.0,9.0,94.0,6.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,973,Guyane,8.0,2022-09-30,2.0,2019-11-30,6.0,300.0,1.0,700.0,2020-11-30,64.0,10.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,973,Guyane,91.0,2022-09-30,91.0,2019-09-30,0.0,0.0,93.0,-2.0,2020-09-30,100.0,0.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,973,Guyane,43.0,2022-09-30,0.0,2018-03-31,43.0,,,,,39.0,100.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,973,Guyane,141.0,2022-09-30,127.0,2017-09-30,14.0,11.0,133.0,6.0,2020-09-30,146.0,74.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,973,Guyane,3.0,2022-09-30,1.0,2017-09-30,2.0,200.0,1.0,200.0,2020-09-30,4.0,67.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,973,Guyane,19.6,2021-10-31,24.1,2017-10-31,-4.0,-19.0,16.8,17.0,2019-10-31,47.0,0.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,973,Guyane,1438.0,2021-12-31,1891.0,2017-12-31,-453.0,-24.0,1519.0,-5.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,973,Guyane,26.0,2022-12-31,0.0,2020-10-31,26.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,973,Guyane,117.0,2022-11-30,0.0,2020-09-30,117.0,,,,,13.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,973,Guyane,128.0,2022-11-30,0.0,2020-09-30,128.0,,43.0,198.0,2021-04-30,126.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,973,Guyane,1082.0,2022-10-31,401.0,2017-12-31,681.0,170.0,701.0,54.0,2020-12-31,636.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,973,Guyane,5240.0,2022-07-31,4593.0,2019-07-31,647.0,14.0,2948.0,78.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,973,Guyane,590.0,2022-09-30,225.0,2017-01-31,365.0,162.0,453.0,30.0,2021-02-28,638.0,88.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,973,Guyane,39298.0,2022-12-31,0.0,2017-12-31,39298.0,,,,,54662.0,72.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,973,Guyane,75.0,2022-12-31,26.0,2017-12-31,49.0,188.0,65.0,15.0,2020-09-30,69.0,100.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,973,Guyane,3767.0,2022-12-31,0.0,2018-01-31,3767.0,,57.0,6509.0,2020-09-30,6542.0,58.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,973,Guyane,39.0,2022-12-31,2.0,2020-06-30,37.0,1850.0,,,,436.0,9.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,973,Guyane,0.0,2022-12-31,0.0,2017-06-30,0.0,,,,,270000.0,0.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,973,Guyane,12.1,2021-12-31,9.4,2017-12-31,3.0,29.0,11.3,7.0,2019-12-31,15.0,48.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,973,Guyane,104.0,2021-12-31,66.0,2017-12-31,38.0,58.0,,,,130.0,59.0,2022-12-31,agriculteurs
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,973,Guyane,1035299.0,2022-10-31,977430.0,2021-12-31,57869.0,6.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,973,Guyane,42.0,2021-12-31,58.0,2017-12-31,-16.0,-28.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,973,Guyane,53.0,2021-12-31,91.0,2017-12-31,-38.0,-42.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,973,Guyane,192.0,2022-12-31,0.0,2020-05-31,192.0,,55.0,249.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,973,Guyane,17.0,2020-12-31,0.0,2017-12-31,17.0,,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,973,Guyane,0.0,2022-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,973,Guyane,28.0,2022-09-30,26.0,2017-12-31,2.0,8.0,35.0,-20.0,2019-12-31,,,,morts dans l'année
Lutter contre la récidive par une meilleure insertion professionnelle des personnes placées sous main de justice,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,973,Guyane,0.0,2022-09-30,0.0,2021-06-30,0.0,,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des personnes placées sous main de justice,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,973,Guyane,88.0,2022-12-31,45.0,2021-03-31,43.0,96.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,973,Guyane,154.0,2022-10-31,0.0,2020-09-30,154.0,,4.0,3750.0,2021-03-31,365.0,42.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,973,Guyane,27.78,2022-06-30,0.0,2018-12-31,28.0,,6.9,303.0,2020-09-30,40.0,69.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,973,Guyane,52.15,2022-06-30,0.0,2019-03-31,52.0,,53.2,-2.0,2020-09-30,45.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,973,Guyane,40.42,2022-06-30,0.0,2019-12-31,40.0,,35.64,13.0,2020-09-30,20.0,100.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,973,Guyane,4.0,2022-12-31,3.0,2017-06-30,1.0,33.0,3.0,33.0,2020-06-30,5.0,50.0,2022-12-31,maisons de santé
