mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,69,Rhône,100.0,2021-10-31,100.0,2019-10-31,0.0,0.0,100.0,0.0,2020-10-31,100.0,,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,69,Rhône,64.0,2021-10-31,0.0,2019-11-30,64.0,,,,,80.0,80.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,69,Rhône,77.0,2021-09-30,66.0,2019-09-30,11.0,17.0,70.0,10.0,2020-09-30,100.0,32.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,69,Rhône,22.0,2021-09-30,21.0,2018-03-31,1.0,5.0,,,,26.0,20.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,69,Rhône,296.0,2021-09-30,256.0,2017-09-30,40.0,16.0,279.0,6.0,2020-09-30,309.0,75.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,69,Rhône,5.0,2021-09-30,2.0,2017-09-30,3.0,150.0,4.0,25.0,2020-09-30,8.0,50.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,69,Rhône,57.2,2020-10-31,47.1,2017-10-31,10.0,21.0,48.4,18.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,69,Rhône,4237.0,2021-12-31,3353.0,2017-12-31,884.0,26.0,3883.0,9.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,69,Rhône,436.0,2021-12-31,0.0,2020-10-31,436.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,69,Rhône,4415.0,2022-02-28,0.0,2020-09-30,4415.0,,809.0,446.0,2021-04-30,3673.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,69,Rhône,680.0,2022-02-28,0.0,2020-09-30,680.0,,327.0,108.0,2021-04-30,918.0,74.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,69,Rhône,30106.0,2021-12-31,8840.0,2017-12-31,21266.0,241.0,20082.0,50.0,2020-12-31,19856.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,69,Rhône,92125.0,2021-07-31,91276.0,2019-07-31,849.0,1.0,61933.0,49.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,69,Rhône,4264.0,2021-10-31,2860.0,2017-01-31,1404.0,49.0,3426.0,24.0,2021-02-28,5963.0,45.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,69,Rhône,586945.0,2021-12-31,0.0,2017-12-31,586945.0,,,,,843175.0,70.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,69,Rhône,906.0,2021-12-31,769.0,2017-12-31,137.0,18.0,896.0,1.0,2020-09-30,960.0,72.0,2022-03-31,kilomètres
Instaurer des zones à faibles émissions,Nombre d'habitants vivant à l'intérieur d'une zone à faibles émissions,nb-habitants-zfe,69,Rhône,799510.0,2022-02-28,0.0,2017-12-31,799510.0,,,,,809664.0,99.0,2022-12-31,habitants
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,69,Rhône,34863.0,2022-01-31,0.0,2018-01-31,34863.0,,17986.0,94.0,2020-09-30,42118.0,83.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,69,Rhône,1277.0,2022-01-31,723.0,2019-09-30,554.0,77.0,,,,2808.0,27.0,2022-03-31,bornes de recharge
