mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,93,Seine-Saint-Denis,100.0,2022-09-30,90.0,2019-10-31,10.0,11.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,93,Seine-Saint-Denis,86.0,2022-09-30,3.0,2019-11-30,83.0,2767.0,5.0,1620.0,2020-11-30,72.0,100.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,93,Seine-Saint-Denis,88.0,2022-09-30,80.0,2019-09-30,8.0,10.0,85.0,4.0,2020-09-30,100.0,40.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,93,Seine-Saint-Denis,31.0,2022-09-30,20.0,2018-03-31,11.0,55.0,,,,32.0,92.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,93,Seine-Saint-Denis,221.0,2022-09-30,186.0,2017-09-30,35.0,19.0,210.0,5.0,2020-09-30,221.0,100.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,93,Seine-Saint-Denis,9.0,2022-09-30,2.0,2017-09-30,7.0,350.0,6.0,50.0,2020-09-30,8.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,93,Seine-Saint-Denis,42.4,2021-10-31,37.6,2017-10-31,5.0,13.0,39.7,7.0,2019-10-31,47.0,51.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,93,Seine-Saint-Denis,3183.0,2021-12-31,1943.0,2017-12-31,1240.0,64.0,2392.0,33.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,93,Seine-Saint-Denis,72.0,2022-12-31,0.0,2020-10-31,72.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,93,Seine-Saint-Denis,1470.0,2022-11-30,0.0,2020-09-30,1470.0,,278.0,429.0,2021-04-30,3335.0,44.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,93,Seine-Saint-Denis,820.0,2022-11-30,0.0,2020-09-30,820.0,,259.0,217.0,2021-04-30,648.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,93,Seine-Saint-Denis,18484.0,2022-10-31,6166.0,2017-12-31,12318.0,200.0,11046.0,67.0,2020-12-31,10664.0,100.0,2022-12-31,contrats
