mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en REP (grande section, CP, CE1)",Part des classes de CP et CE1 en REP dédoublées,tx-classes-cp-ce1-rep,33,Gironde,100.0,2020-10-31,94.0,2019-10-31,6.0,6.0,,,,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en REP (grande section, CP, CE1)",Part des classes de grande section en REP dédoublées,tx-gs-rep,33,Gironde,14.0,2020-11-30,3.0,2019-11-30,11.0,367.0,,,,71.0,16.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,33,Gironde,69.0,2020-09-30,56.0,2019-09-30,13.0,23.0,,,,100.0,30.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,33,Gironde,34.0,2020-09-30,26.0,2018-03-31,8.0,31.0,,,,35.0,89.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,33,Gironde,215.0,2020-09-30,200.0,2017-09-30,15.0,8.0,,,,228.0,54.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,33,Gironde,2.0,2020-09-30,2.0,2017-09-30,0.0,0.0,,,,5.0,0.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,33,Gironde,45.4,2019-10-31,42.7,2017-10-31,3.0,6.0,,,,47.0,63.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,33,Gironde,3964.0,2020-12-31,3273.0,2017-12-31,691.0,21.0,,,,,,,jeunes
Aide de France Relance aux entreprises,Nombre d'entreprises industrielles et organismes agricoles bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,33,Gironde,97.0,2021-06-30,0.0,,97.0,,,,,,,,entreprises industrielles et agricoles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,33,Gironde,2163.0,2021-06-30,150.0,2021-02-28,2013.0,1342.0,749.0,189.0,2021-04-30,3059.0,69.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,33,Gironde,460.0,2021-06-30,88.0,2021-01-31,372.0,423.0,217.0,112.0,2021-04-30,783.0,54.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,33,Gironde,14092.0,2020-12-31,6874.0,2017-12-31,7218.0,105.0,8758.0,61.0,2019-12-31,14004.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,33,Gironde,40925.0,2021-02-28,40341.0,2019-02-28,584.0,1.0,40925.0,0.0,2021-02-28,,,,Recrutements de jeunes
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,33,Gironde,2989.0,2021-03-31,2526.0,2017-01-31,463.0,18.0,2979.0,0.0,2021-02-28,5105.0,18.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,33,Gironde,568978.0,2020-12-31,0.0,2017-01-01,568978.0,,,,,760506.0,75.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,33,Gironde,2541.0,2021-03-31,2117.0,2017-12-31,424.0,20.0,2526.0,1.0,2020-09-30,2735.0,69.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,33,Gironde,28047.0,2021-05-31,0.0,2018-03-31,28047.0,,21394.0,31.0,2020-09-30,36806.0,76.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,33,Gironde,1103.0,2021-07-31,0.0,,1103.0,,,,,2454.0,45.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,33,Gironde,120000.0,2020-12-31,0.0,2017-06-30,120000.0,,120000.0,0.0,2020-06-30,1550000.0,8.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,33,Gironde,14.7,2020-12-31,7.5,2017-12-31,7.0,96.0,11.2,31.0,2019-12-31,15.0,96.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,33,Gironde,2146.0,2019-12-31,973.0,2017-12-31,1173.0,121.0,,,,3270.0,51.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,33,Gironde,99.84,2020-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,33,Gironde,1090128.0,2021-05-31,930412.0,2018-01-31,159716.0,17.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,33,Gironde,238.0,2021-06-30,294.0,2017-06-30,-56.0,-19.0,,,,,,,atteintes aux personnes entre janvier et juin
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,33,Gironde,874.0,2021-06-30,1177.0,2017-06-30,-303.0,-26.0,,,,,,,atteintes aux biens entre janvier et juin
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,33,Gironde,881.0,2021-06-30,0.0,,881.0,,415.0,112.0,2021-03-31,,,,amendes dressées dans l'année
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,33,Gironde,55.0,2020-12-31,38.0,2017-12-31,17.0,45.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,33,Gironde,3.0,2020-12-31,,,,,,,,,,,contrôles dans l'année
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,33,Gironde,65.0,2020-12-31,73.0,2017-12-31,-8.0,-11.0,78.0,-17.0,2019-12-31,,,,morts dans l'année
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,33,Gironde,403.0,2021-03-31,403.0,2021-03-31,0.0,0.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,33,Gironde,614.0,2021-06-30,22.0,2020-12-31,592.0,2691.0,261.0,135.0,2021-03-31,,,,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,33,Gironde,8.33,2020-12-31,8.08,2019-01-31,0.0,3.0,14.52,-43.0,2020-09-30,40.0,1.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,33,Gironde,52.22,2020-12-31,31.19,2019-04-30,21.0,67.0,53.96,-3.0,2020-09-30,45.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,33,Gironde,14.57,2020-12-31,19.94,2020-01-31,-5.0,-27.0,15.12,-4.0,2020-09-30,20.0,0.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,33,Gironde,17.0,2021-06-30,12.0,2017-06-30,5.0,42.0,15.0,13.0,2020-06-30,20.0,62.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,33,Gironde,6.0,2020-12-31,,,,,,,,13.0,,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,33,Gironde,7279.0,2020-12-31,7246.0,2018-12-31,33.0,0.0,5505.0,32.0,2020-09-30,8192.0,3.0,2022-12-31,pères / conjoints dans l'année
Simplifier l’accès aux droits des personnes handicapées,Durée moyenne de traitement pour les demandes d’allocation adulte handicapé,duree-moyenne-traitement-demandes-allocation-adulte-handicape,33,Gironde,3.1,2020-12-31,3.8,2017-12-31,-1.0,-18.0,3.5,-11.0,2020-09-30,3.0,87.0,2022-12-31,mois de traitement
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,33,Gironde,6229.0,2021-05-31,0.0,,6229.0,,4416.0,41.0,2021-03-31,,,,dossiers validés
Offrir un logement aux sans-abri : Logement d’abord,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,33,Gironde,1322.0,2020-12-31,1107.0,2017-12-31,215.0,19.0,1549.0,-15.0,2019-12-31,,,,personnes dans l'année*
Améliorer la qualité du service rendu à l’usager,Part des lieux d’accueil du public qui publient leurs résultats (national et local),tx-transparence-resultats,33,Gironde,83.0,2019-12-31,6.0,2017-12-31,77.0,1283.0,,,,100.0,82.0,2022-12-31,% de réseaux
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,33,Gironde,61.0,2021-03-31,31.0,2017-12-31,30.0,97.0,54.0,13.0,2020-09-30,,,,% de déploiement
Déployer une offre France Services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,33,Gironde,31.0,2021-07-31,0.0,2017-01-01,31.0,,17.0,82.0,2020-09-30,35.0,89.0,2022-12-31,labellisations
Déployer le Pass culture,Nombre d’utilisateurs du Pass culture,nb-utilisateurs-pass-culture,33,Gironde,12119.0,2021-06-30,0.0,2017-01-01,12119.0,,2.0,605850.0,2020-10-31,41264.0,29.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,33,Gironde,46.0,2021-03-31,,,,,,,,1290.0,,2022-12-31,bénéficiaires
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,33,Gironde,69.0,2021-05-31,,,,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,33,Gironde,209.0,2021-05-31,0.0,,209.0,,204.0,2.0,2021-03-31,,,,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,33,Gironde,209.0,2021-05-31,0.0,,209.0,,204.0,2.0,2021-03-31,,,,logements rénovés
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,33,Gironde,0.0,2020-12-31,0.0,,0.0,,,,,2065.0,0.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,33,Gironde,844.0,2021-06-30,0.0,,844.0,,,,,4549.0,19.0,2022-12-31,attestations
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,33,Gironde,54.0,2021-06-30,39.0,2019-03-31,15.0,38.0,,,,90.0,29.0,2022-12-31,%
