mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,26,Drôme,100.0,2022-09-30,99.0,2019-10-31,1.0,1.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,26,Drôme,99.0,2022-09-30,2.0,2019-11-30,97.0,4850.0,22.0,350.0,2020-11-30,67.0,100.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,26,Drôme,86.0,2022-09-30,75.0,2019-09-30,11.0,15.0,80.0,8.0,2020-09-30,100.0,44.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,26,Drôme,28.0,2022-09-30,20.0,2018-03-31,8.0,40.0,,,,26.0,100.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,26,Drôme,78.0,2022-09-30,66.0,2017-09-30,12.0,18.0,75.0,4.0,2020-09-30,80.0,86.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,26,Drôme,3.0,2022-09-30,1.0,2017-09-30,2.0,200.0,2.0,50.0,2020-09-30,4.0,67.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,26,Drôme,55.0,2021-10-31,42.7,2017-10-31,12.0,29.0,46.8,18.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,26,Drôme,819.0,2021-12-31,678.0,2017-12-31,141.0,21.0,763.0,7.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,26,Drôme,115.0,2022-12-31,0.0,2020-10-31,115.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,26,Drôme,906.0,2022-11-30,0.0,2020-09-30,906.0,,232.0,291.0,2021-04-30,898.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,26,Drôme,349.0,2022-11-30,0.0,2020-09-30,349.0,,111.0,214.0,2021-04-30,279.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,26,Drôme,6035.0,2022-10-31,2353.0,2017-12-31,3682.0,156.0,4076.0,48.0,2020-12-31,4129.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,26,Drôme,19085.0,2022-07-31,14604.0,2019-07-31,4481.0,31.0,9984.0,91.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
