mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,78,Yvelines,100.0,2021-10-31,96.0,2019-10-31,4.0,4.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,78,Yvelines,28.0,2021-10-31,1.0,2019-11-30,27.0,2700.0,,,,60.0,46.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,78,Yvelines,66.0,2021-09-30,55.0,2019-09-30,11.0,20.0,60.0,10.0,2020-09-30,100.0,24.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,78,Yvelines,22.0,2021-09-30,19.0,2018-03-31,3.0,16.0,,,,26.0,43.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,78,Yvelines,160.0,2021-09-30,153.0,2017-09-30,7.0,5.0,156.0,3.0,2020-09-30,168.0,47.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,78,Yvelines,5.0,2021-09-30,1.0,2017-09-30,4.0,400.0,3.0,67.0,2020-09-30,7.0,67.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,78,Yvelines,58.2,2020-10-31,42.3,2017-10-31,16.0,38.0,47.8,22.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,78,Yvelines,1588.0,2021-12-31,1324.0,2017-12-31,264.0,20.0,1340.0,19.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,78,Yvelines,117.0,2021-12-31,0.0,2020-10-31,117.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,78,Yvelines,2088.0,2022-02-28,0.0,2020-09-30,2088.0,,320.0,552.0,2021-04-30,2370.0,88.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,78,Yvelines,645.0,2022-02-28,0.0,2020-09-30,645.0,,276.0,134.0,2021-04-30,921.0,70.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,78,Yvelines,14753.0,2021-12-31,8027.0,2017-12-31,6726.0,84.0,11208.0,32.0,2020-12-31,10980.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,78,Yvelines,45412.0,2021-07-31,49370.0,2019-07-31,-3958.0,-8.0,31394.0,45.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,78,Yvelines,1268.0,2021-10-31,1000.0,2017-01-31,268.0,27.0,1043.0,22.0,2021-02-28,2302.0,21.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,78,Yvelines,345995.0,2021-12-31,0.0,2017-12-31,345995.0,,,,,595942.0,58.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,78,Yvelines,890.0,2021-12-31,778.0,2017-12-31,112.0,14.0,878.0,1.0,2020-09-30,954.0,64.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,78,Yvelines,25447.0,2022-01-31,0.0,2018-01-31,25447.0,,11688.0,118.0,2020-09-30,32333.0,79.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,78,Yvelines,1151.0,2022-01-31,419.0,2019-09-30,732.0,175.0,,,,2156.0,42.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,78,Yvelines,370000.0,2021-12-31,10000.0,2017-06-30,360000.0,3600.0,240000.0,54.0,2020-06-30,1430000.0,25.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,78,Yvelines,9.4,2020-12-31,4.5,2017-12-31,5.0,109.0,7.1,32.0,2019-12-31,15.0,47.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,78,Yvelines,144.0,2020-12-31,66.0,2017-12-31,78.0,118.0,,,,171.0,74.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,78,Yvelines,99.29,2021-12-31,0.0,2017-12-31,99.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,78,Yvelines,1142334.0,2022-01-31,436799.0,2017-12-31,705535.0,162.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,78,Yvelines,813.0,2021-12-31,1065.0,2017-12-31,-252.0,-24.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,78,Yvelines,2530.0,2021-12-31,3086.0,2017-12-31,-556.0,-18.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,78,Yvelines,2859.0,2021-12-31,0.0,2020-05-31,2859.0,,575.0,397.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,78,Yvelines,73.0,2020-12-31,12.0,2017-12-31,61.0,508.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,78,Yvelines,103.0,2021-12-31,1734.0,2018-12-31,-1631.0,-94.0,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,78,Yvelines,41.0,2021-12-31,49.0,2017-12-31,-8.0,-16.0,28.0,46.0,2019-12-31,,,,morts
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,78,Yvelines,3.0,2021-09-30,3.0,2021-06-30,0.0,0.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,78,Yvelines,177.0,2022-01-31,150.0,2021-03-31,27.0,18.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,78,Yvelines,1006.0,2022-02-28,0.0,2020-09-30,1006.0,,95.0,959.0,2021-03-31,4835.0,21.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,78,Yvelines,32.99,2021-09-30,0.0,2018-12-31,33.0,,9.61,243.0,2020-09-30,40.0,82.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,78,Yvelines,36.2,2021-09-30,0.0,2019-03-31,36.0,,36.65,-1.0,2020-09-30,45.0,80.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,78,Yvelines,10.78,2021-09-30,0.0,2019-12-31,11.0,,11.16,-3.0,2020-09-30,20.0,54.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,78,Yvelines,13.0,2021-12-31,5.0,2017-06-30,8.0,160.0,13.0,0.0,2020-06-30,15.0,80.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,78,Yvelines,7.0,2021-12-31,5.0,2017-12-31,2.0,40.0,,,,6.0,100.0,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,78,Yvelines,7710.0,2021-12-31,8240.0,2018-12-31,-530.0,-6.0,6080.0,27.0,2020-09-30,9688.0,0.0,2022-12-31,pères / conjoints dans l'année
Simplifier l’accès aux droits des personnes handicapées,Durée moyenne de traitement pour les demandes d’allocation adulte handicapé,duree-moyenne-traitement-demandes-allocation-adulte-handicape,78,Yvelines,4.7,2021-09-30,4.0,2017-12-31,1.0,18.0,4.8,-2.0,2020-09-30,3.0,0.0,2022-12-31,mois de traitement
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,78,Yvelines,10282.0,2022-01-31,0.0,2019-12-31,10282.0,,3132.0,228.0,2021-03-31,19157.0,54.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,78,Yvelines,1575.0,2021-12-31,931.0,2017-12-31,644.0,69.0,1133.0,39.0,2019-12-31,1762.0,77.0,2022-12-31,personnes dans l'année*
Améliorer la qualité du service rendu à l’usager,Part des lieux d’accueil du public qui publient leurs résultats (national et local),tx-transparence-resultats,78,Yvelines,81.0,2019-12-31,8.0,2017-12-31,73.0,912.0,,,,100.0,79.0,2022-12-31,% de réseaux
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,78,Yvelines,93.0,2021-09-30,45.0,2017-12-31,48.0,107.0,82.0,13.0,2020-09-30,,,,% de déploiement
Déployer une offre France services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,78,Yvelines,12.0,2022-03-31,3.0,2020-01-31,9.0,300.0,3.0,300.0,2020-09-30,13.0,90.0,2022-12-31,labellisations
Déployer le pass Culture,Nombre d’utilisateurs du pass Culture de 18 ans,nb-utilisateurs-pass-culture,78,Yvelines,22955.0,2022-02-28,0.0,2019-01-31,22955.0,,5.0,459000.0,2020-10-31,32036.0,72.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,78,Yvelines,96.0,2021-12-31,0.0,2020-09-30,96.0,,,,,610.0,16.0,2022-12-31,bénéficiaires
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,78,Yvelines,84.0,2022-02-28,0.0,2020-09-30,84.0,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,78,Yvelines,2587.0,2022-02-28,0.0,2019-12-31,2587.0,,2315.0,12.0,2021-03-31,2401.0,100.0,2022-12-31,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,78,Yvelines,2587.0,2022-02-28,0.0,2019-12-31,2587.0,,2315.0,12.0,2021-03-31,2401.0,100.0,2022-12-31,logements rénovés
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,78,Yvelines,819.0,2021-12-31,0.0,2019-03-31,819.0,,153.0,435.0,2020-12-31,1644.0,50.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,78,Yvelines,2271.0,2021-12-31,0.0,2019-03-31,2271.0,,1846.0,23.0,2021-06-30,4861.0,47.0,2022-12-31,attestations
Simplifier l’accès à l’aide juridictionnelle,Nombre de demandes d'aide juridictionnelle formulées par voie dématérialisée,nb-aide-juridictionnelle-dematerialisee,78,Yvelines,0.0,2021-03-31,0.0,2021-01-31,0.0,,,,,15.0,0.0,2022-12-31,% des demandes *
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,78,Yvelines,70.0,2021-12-31,56.0,2019-03-31,14.0,25.0,,,,90.0,41.0,2022-12-31,%
