mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,13,Bouches-du-Rhône,100.0,2022-09-30,93.0,2019-10-31,7.0,8.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,13,Bouches-du-Rhône,81.0,2022-09-30,0.0,2019-11-30,81.0,,40.0,102.0,2020-11-30,88.0,92.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,13,Bouches-du-Rhône,73.0,2022-09-30,61.0,2019-09-30,12.0,20.0,64.0,14.0,2020-09-30,100.0,31.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,13,Bouches-du-Rhône,30.0,2022-09-30,22.0,2018-03-31,8.0,36.0,,,,32.0,80.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,13,Bouches-du-Rhône,282.0,2022-09-30,226.0,2017-09-30,56.0,25.0,251.0,12.0,2020-09-30,280.0,100.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,13,Bouches-du-Rhône,9.0,2022-09-30,2.0,2017-09-30,7.0,350.0,5.0,80.0,2020-09-30,7.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,13,Bouches-du-Rhône,37.1,2021-10-31,35.8,2017-10-31,1.0,4.0,38.8,-4.0,2019-10-31,47.0,12.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,13,Bouches-du-Rhône,4189.0,2021-12-31,4405.0,2017-12-31,-216.0,-5.0,4077.0,3.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,13,Bouches-du-Rhône,201.0,2022-12-31,0.0,2020-10-31,201.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,13,Bouches-du-Rhône,4501.0,2022-11-30,0.0,2020-09-30,4501.0,,1091.0,313.0,2021-04-30,4093.0,100.0,2022-12-31,entreprises
