mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,36,Indre,100.0,2022-09-30,100.0,2019-10-31,0.0,0.0,100.0,0.0,2020-10-31,100.0,,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,36,Indre,74.0,2022-09-30,6.0,2019-11-30,68.0,1133.0,4.0,1750.0,2020-11-30,100.0,72.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,36,Indre,92.0,2022-09-30,82.0,2019-09-30,10.0,12.0,80.0,15.0,2020-09-30,100.0,56.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,36,Indre,30.0,2022-09-30,24.0,2018-03-31,6.0,25.0,,,,35.0,55.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,36,Indre,39.0,2022-09-30,36.0,2017-09-30,3.0,8.0,38.0,3.0,2020-09-30,41.0,60.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,36,Indre,2.0,2022-09-30,1.0,2017-09-30,1.0,100.0,2.0,0.0,2020-09-30,3.0,50.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,36,Indre,47.8,2021-10-31,42.5,2017-10-31,5.0,12.0,44.5,7.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,36,Indre,556.0,2021-12-31,458.0,2017-12-31,98.0,21.0,520.0,7.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,36,Indre,44.0,2022-12-31,0.0,2020-10-31,44.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,36,Indre,163.0,2022-11-30,0.0,2020-09-30,163.0,,47.0,247.0,2021-04-30,252.0,65.0,2022-12-31,entreprises
