mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,70,Haute-Saône,100.0,2021-10-31,94.0,2019-10-31,6.0,6.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,70,Haute-Saône,100.0,2021-10-31,5.0,2019-11-30,95.0,1900.0,68.0,47.0,2020-11-30,100.0,100.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,70,Haute-Saône,92.0,2021-09-30,88.0,2019-09-30,4.0,5.0,90.0,2.0,2020-09-30,100.0,33.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,70,Haute-Saône,32.0,2021-09-30,23.0,2018-03-31,9.0,39.0,,,,38.0,60.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,70,Haute-Saône,33.0,2021-09-30,40.0,2017-09-30,-7.0,-18.0,36.0,-8.0,2020-09-30,38.0,0.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,70,Haute-Saône,1.0,2021-09-30,1.0,2017-09-30,0.0,0.0,1.0,0.0,2020-09-30,3.0,0.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,70,Haute-Saône,53.9,2020-10-31,42.5,2017-10-31,11.0,27.0,44.9,20.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,70,Haute-Saône,383.0,2021-12-31,374.0,2017-12-31,9.0,2.0,354.0,8.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,70,Haute-Saône,70.0,2021-11-30,0.0,2020-10-31,70.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,70,Haute-Saône,272.0,2021-12-31,0.0,2020-09-30,272.0,,71.0,283.0,2021-04-30,278.0,98.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,70,Haute-Saône,209.0,2021-12-31,0.0,2020-09-30,209.0,,54.0,287.0,2021-04-30,93.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,70,Haute-Saône,1699.0,2021-09-30,1118.0,2017-12-31,581.0,52.0,1628.0,4.0,2020-12-31,1620.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,70,Haute-Saône,4636.0,2021-07-31,4161.0,2019-07-31,475.0,11.0,3924.0,18.0,2020-07-31,,,,Recrutements de jeunes
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,70,Haute-Saône,460.0,2021-09-30,428.0,2017-01-31,32.0,7.0,452.0,2.0,2021-02-28,1025.0,5.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,70,Haute-Saône,91065.0,2021-12-31,0.0,2017-12-31,91065.0,,,,,106686.0,85.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,70,Haute-Saône,285.0,2021-09-30,229.0,2017-12-31,56.0,24.0,283.0,1.0,2020-09-30,302.0,77.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,70,Haute-Saône,5190.0,2021-12-31,0.0,2018-01-31,5190.0,,3898.0,33.0,2020-09-30,5195.0,100.0,2022-06-30,primes et bonus
