mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,18,Cher,100.0,2022-09-30,85.0,2019-10-31,15.0,18.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,18,Cher,49.0,2022-09-30,0.0,2019-11-30,49.0,,16.0,206.0,2020-11-30,68.0,72.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,18,Cher,84.0,2022-09-30,77.0,2019-09-30,7.0,9.0,83.0,1.0,2020-09-30,100.0,30.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,18,Cher,40.0,2022-09-30,24.0,2018-03-31,16.0,67.0,,,,35.0,100.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,18,Cher,50.0,2022-09-30,46.0,2017-09-30,4.0,9.0,48.0,4.0,2020-09-30,48.0,100.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,18,Cher,3.0,2022-09-30,1.0,2017-09-30,2.0,200.0,1.0,200.0,2020-09-30,2.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,18,Cher,47.8,2021-10-31,42.5,2017-10-31,5.0,12.0,44.5,7.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,18,Cher,710.0,2021-12-31,530.0,2017-12-31,180.0,34.0,683.0,4.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,18,Cher,74.0,2022-12-31,0.0,2020-10-31,74.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,18,Cher,272.0,2022-11-30,0.0,2020-09-30,272.0,,56.0,386.0,2021-04-30,344.0,79.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,18,Cher,166.0,2022-11-30,0.0,2020-09-30,166.0,,41.0,305.0,2021-04-30,111.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,18,Cher,2419.0,2022-10-31,1293.0,2017-12-31,1126.0,87.0,1766.0,37.0,2020-12-31,1752.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,18,Cher,7580.0,2022-07-31,6140.0,2019-07-31,1440.0,23.0,4147.0,83.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,18,Cher,949.0,2022-09-30,878.0,2017-01-31,71.0,8.0,782.0,21.0,2021-02-28,1244.0,19.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,18,Cher,119319.0,2022-12-31,0.0,2017-12-31,119319.0,,,,,144051.0,83.0,2023-12-31,bénéficiaires
