mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,40,Landes,100.0,2021-10-31,76.0,2019-10-31,24.0,32.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,40,Landes,15.0,2021-10-31,7.0,2019-11-30,8.0,114.0,7.0,114.0,2020-11-30,54.0,17.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,40,Landes,78.0,2021-09-30,69.0,2019-09-30,9.0,13.0,73.0,7.0,2020-09-30,100.0,29.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,40,Landes,32.0,2021-09-30,26.0,2018-03-31,6.0,23.0,,,,35.0,67.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,40,Landes,73.0,2021-09-30,53.0,2017-09-30,20.0,38.0,70.0,4.0,2020-09-30,74.0,95.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,40,Landes,2.0,2021-09-30,1.0,2017-09-30,1.0,100.0,2.0,0.0,2020-09-30,3.0,50.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,40,Landes,54.3,2020-10-31,42.7,2017-10-31,12.0,27.0,45.4,20.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,40,Landes,681.0,2021-12-31,532.0,2017-12-31,149.0,28.0,646.0,5.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,40,Landes,40.0,2021-12-31,0.0,2020-10-31,40.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,40,Landes,883.0,2022-02-28,0.0,2020-09-30,883.0,,220.0,301.0,2021-04-30,645.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,40,Landes,142.0,2022-02-28,0.0,2020-09-30,142.0,,71.0,100.0,2021-04-30,189.0,75.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,40,Landes,3154.0,2021-12-31,1506.0,2017-12-31,1648.0,109.0,2326.0,36.0,2020-12-31,2349.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,40,Landes,11541.0,2021-07-31,10054.0,2019-07-31,1487.0,15.0,5913.0,95.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,40,Landes,1030.0,2021-10-31,615.0,2017-01-31,415.0,67.0,697.0,48.0,2021-02-28,1229.0,68.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,40,Landes,159679.0,2021-12-31,0.0,2017-12-31,159679.0,,,,,193940.0,82.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,40,Landes,1208.0,2021-12-31,920.0,2017-12-31,288.0,31.0,1139.0,6.0,2020-09-30,1242.0,89.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,40,Landes,10561.0,2022-01-31,0.0,2018-01-31,10561.0,,7139.0,48.0,2020-09-30,9274.0,100.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,40,Landes,321.0,2022-01-31,307.0,2019-09-30,14.0,5.0,,,,618.0,5.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,40,Landes,110000.0,2021-12-31,10000.0,2017-06-30,100000.0,1000.0,20000.0,450.0,2020-06-30,400000.0,26.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,40,Landes,7.2,2020-12-31,3.9,2017-12-31,3.0,85.0,6.5,11.0,2019-12-31,15.0,30.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,40,Landes,492.0,2020-12-31,314.0,2017-12-31,178.0,57.0,,,,664.0,51.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,40,Landes,99.77,2021-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,40,Landes,467431.0,2022-01-31,477890.0,2017-12-31,-10459.0,-2.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,40,Landes,29.0,2021-12-31,16.0,2017-12-31,13.0,81.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,40,Landes,147.0,2021-12-31,169.0,2017-12-31,-22.0,-13.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,40,Landes,216.0,2021-12-31,0.0,2020-05-31,216.0,,33.0,555.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,40,Landes,3.0,2020-09-30,12.0,2017-09-30,-9.0,-75.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,40,Landes,0.0,2021-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,40,Landes,23.0,2021-12-31,36.0,2017-12-31,-13.0,-36.0,28.0,-18.0,2019-12-31,,,,morts
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,40,Landes,10.0,2021-09-30,10.0,2021-06-30,0.0,0.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,40,Landes,308.0,2022-01-31,323.0,2021-03-31,-15.0,-5.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,40,Landes,509.0,2022-02-28,0.0,2020-09-30,509.0,,67.0,660.0,2021-03-31,1474.0,35.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,40,Landes,37.27,2021-09-30,0.0,2018-12-31,37.0,,12.42,200.0,2020-09-30,40.0,93.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,40,Landes,65.02,2021-09-30,0.0,2019-03-31,65.0,,63.67,2.0,2020-09-30,45.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,40,Landes,13.2,2021-09-30,0.0,2019-12-31,13.0,,12.88,2.0,2020-09-30,20.0,66.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,40,Landes,22.0,2021-12-31,11.0,2017-06-30,11.0,100.0,21.0,5.0,2020-06-30,23.0,92.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,40,Landes,1.0,2021-12-31,1.0,2017-12-31,0.0,0.0,,,,4.0,0.0,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,40,Landes,1279.0,2021-12-31,1244.0,2018-12-31,35.0,3.0,878.0,46.0,2020-09-30,1636.0,9.0,2022-12-31,pères / conjoints dans l'année
Simplifier l’accès aux droits des personnes handicapées,Durée moyenne de traitement pour les demandes d’allocation adulte handicapé,duree-moyenne-traitement-demandes-allocation-adulte-handicape,40,Landes,4.6,2021-09-30,3.8,2017-12-31,1.0,21.0,4.2,10.0,2020-09-30,3.0,0.0,2022-12-31,mois de traitement
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,40,Landes,7068.0,2022-01-31,0.0,2019-12-31,7068.0,,2243.0,215.0,2021-03-31,3055.0,100.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,40,Landes,187.0,2021-12-31,136.0,2017-12-31,51.0,38.0,194.0,-4.0,2019-12-31,202.0,77.0,2022-12-31,personnes dans l'année*
